"Date","Price","Open","High","Low","Vol.","Change %"
"01/21/2021","6.4595","6.4567","6.4665","6.4561","16.63K","-0.09%"
"01/20/2021","6.4650","6.4767","6.4780","6.4624","21.75K","-0.20%"
"01/19/2021","6.4777","6.4925","6.4935","6.4774","17.01K","-0.19%"
"01/18/2021","6.4902","6.4820","6.4974","6.4774","17.56K","0.16%"
"01/15/2021","6.4800","6.4665","6.4815","6.4639","11.99K","0.10%"
"01/14/2021","6.4736","6.4672","6.4766","6.4617","13.08K","0.09%"
"01/13/2021","6.4677","6.4514","6.4724","6.4494","13.84K","0.10%"
"01/12/2021","6.4610","6.4787","6.4788","6.4577","7.67K","-0.29%"
"01/11/2021","6.4795","6.4799","6.4932","6.4700","3.88K","0.07%"
"01/08/2021","6.4750","6.4776","6.4780","6.4615","4.39K","-0.02%"
"01/07/2021","6.4760","6.4590","6.4795","6.4546","3.22K","0.22%"
"01/06/2021","6.4617","6.4561","6.4643","6.4510","7.38K","0.10%"
"01/05/2021","6.4550","6.4603","6.4693","6.4296","21.01K","-0.08%"
"01/04/2021","6.4601","6.5167","6.5170","6.4567","","-1.02%"
"01/01/2021","6.5267","6.5267","6.5267","6.5267","","0.03%"
